,region,price_sold_sek,number_of_rooms,area_size,floor_number,has_elevator,year_built,annual_fee_sek,annual_cost_sek,broker,brokerage_firm,region_processed_bromma,region_processed_centrala sundbyberg,region_processed_gröndal,region_processed_hammarby sjöstad,region_processed_kungsholmen,region_processed_råsunda,region_processed_södermalm,region_processed_vasastan,region_processed_årsta,region_processed_östermalm,has_balcony_nej,has_balcony_unknown,cleaned_floor_number,brokerage_firm_processed_erik olsson fastighetsförmedling,brokerage_firm_processed_fastighetsbyrån stockholm - södermalm,brokerage_firm_processed_länsförsäkringar fastighetsförmedling solna,brokerage_firm_processed_notar,brokerage_firm_processed_tradition mäkleri
862,skogås,1600000,2.0,615,3 av 5,True,1963.0,3243,0,william halmstrand,widerlöv vasastan/östermalm,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
863,norra djurgårdsstaden,7195000,3.0,80,1,True,2013.0,4669,0,sandra hansson,notar,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,True,False
864,älta,1795000,1.0,42,unknown,False,2016.0,2613,9172,rebecca nowicka,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False
865,kungsholmen/ fridhemsplan,2860000,1.0,26,5 av 8,True,1939.0,1641,3200,nicklas kling,alicia edelman fastighetsmäkleri,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False
866,kungsholmen,6850000,3.0,81,2 av 6,True,1978.0,3505,0,tolgay erdinc,länsförsäkringar fastighetsförmedling stockholm - kungsholmen,False,False,False,False,True,False,False,False,False,False,False,False,2.0,False,False,False,False,False
867,älta,1795000,2.0,59,5 av 7,True,1971.0,3815,9588,rebecca nowicka,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,False,False,5.0,True,False,False,False,False
868,rissne,4100000,3.0,72,9 av 9,True,2018.0,4134,0,basit malik,mäklarhuset sundbyberg,False,False,False,False,False,False,False,False,False,False,False,True,9.0,False,False,False,False,False
869,hammarby sjöstad,5210000,2.0,62,8 av 8,True,2019.0,3381,0,george shabo,mäklarhuset hammarby sjöstad,False,False,False,True,False,False,False,False,False,False,False,False,8.0,False,False,False,False,False
870,globen,3200000,2.0,52,3 av 5,False,1944.0,3776,5400,björn kangas,bosthlm,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
871,södermalm,4700000,2.0,49,5 av 5,True,1884.0,4221,6104,subhan kaki,erik olsson fastighetsförmedling,False,False,False,False,False,False,True,False,False,False,False,False,5.0,True,False,False,False,False
872,mälarhöjden,4300000,4.0,93,1 av 2,True,1988.0,5425,0,hussein ammouri,länsförsäkringar fastighetsförmedling stockholm - hägersten,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False
873,finntorp,1500000,1.0,18,4 av 4,True,1951.0,1494,0,andrea enström,notar,False,False,False,False,False,False,False,False,False,False,True,False,4.0,False,False,False,True,False
874,södermalm,4750000,2.0,45,0,False,1914.0,1603,3600,sofia elfsson da costa,behrer & partners,False,False,False,False,False,False,True,False,False,False,False,True,0.0,False,False,False,False,False
875,råsunda,4400000,3.0,70,1 av 5,True,1944.0,3712,7000,ebba henriksson,svenska mäklarhuset solna,False,False,False,False,False,True,False,False,False,False,False,False,1.0,False,False,False,False,False
876,älvsjö centrum,2400000,1.0,38,3,True,2018.0,2837,7100,josefine wernström,bosthlm,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
877,vega,1795000,1.0,34,2 av 5,True,2022.0,3056,2400,david folke,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,False,False,2.0,True,False,False,False,False
878,ekerö ekbacken,2735000,2.0,73,1 av 4,True,2017.0,5925,11345,stephanie sandstedt,mäklarringen ekerö,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False
879,kungsholmen,6150000,2.0,64,1,True,1902.0,4588,14952,elias thingvall,notar,False,False,False,False,True,False,False,False,False,False,True,False,1.0,False,False,False,True,False
880,södermalm,3540000,1.0,34,1 av 4,True,1906.0,1970,9672,björn schumacher,historiska hem,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,False,False,False,False
881,solberga,2850000,2.0,55,1 av 6,True,2017.0,3636,0,victor öfverberg,länsförsäkringar fastighetsförmedling stockholm - hägersten,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False
882,vasastan,4000000,2.0,34,4 av 6,True,2009.0,2537,3600,johan tegge,notar,False,False,False,False,False,False,False,True,False,False,False,False,4.0,False,False,False,True,False
884,vasastan,6600000,2.0,63,unknown,False,2019.0,3623,0,ronni mleczkovicz,bergets ro fastighetsförmedling,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,False,False
886,eriksberg,1505000,2.0,52,-1 av 2,True,1977.0,3423,0,fadi haddad,länsförsäkringar fastighetsförmedling botkyrka/salem,False,False,False,False,False,False,False,False,False,False,True,False,-1.0,False,False,False,False,False
887,gamla råsunda,2860000,1.0,39,1 av 3,True,1912.0,2132,5088,gurvinder singh,notar,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,True,False
888,södermalm,7300000,3.0,76,2 av 6,True,1980.0,1537,4700,mikael rantala,erik olsson fastighetsförmedling,False,False,False,False,False,False,True,False,False,False,False,False,2.0,True,False,False,False,False
889,kungsholmen,4250000,2.0,38,4 av 6,True,1934.0,2142,4800,eric eiderbrant,new nest,False,False,False,False,True,False,False,False,False,False,False,True,4.0,False,False,False,False,False
890,skogås,1500000,2.0,51,2 av 4,True,1969.0,2829,0,per berglund,restate,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
891,märsta,1495000,4.0,92,3 av 3,True,1969.0,5752,4896,gabriel krogius,afi fastighetsmäklare,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
892,kungsholmen,3110000,2.0,33,1,True,1938.0,2731,0,nina larsson,mäklarhuset stockholm innerstan,False,False,False,False,True,False,False,False,False,False,False,True,1.0,False,False,False,False,False
893,frösunda,4650000,3.0,79,2 av 7,True,2006.0,4657,7792,emilia rosén,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,False,False,2.0,True,False,False,False,False
894,södermalm / sofo,6500000,2.0,68,4 av 5,True,1927.0,2867,0,matilda gustafson,mäklarhuset stockholm innerstan,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
895,herserud,6000000,4.0,99,1 av 5,True,1983.0,6021,6480,hampus åsén,bjurfors östermalm/lidingö,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
896,kungsholmen,8550000,3.0,71,4,True,1912.0,2340,6000,vilhelm åman,bjurfors kungsholmen,False,False,False,False,True,False,False,False,False,False,False,False,4.0,False,False,False,False,False
897,botkyrka,2150000,4.0,93,1 av 1,True,1977.0,6094,0,emanuel turgay,fastighetsbyrån norra botkyrka,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
898,vasastan,2800000,1.0,28,4 av 4,True,1929.0,1471,10332,danis ayoubi,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,True,False,False,True,False,4.0,True,False,False,False,False
899,haga norra,2800000,2.0,49,4,True,1993.0,3495,6900,viktor milovanovic,fastighetsbyrån solna,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
901,botkyrka,1375000,2.0,71,2 av 3,True,1990.0,6254,0,aram soma,fastighetsbyrån norra botkyrka,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
902,sköndal,2500000,2.0,53,3 av 4,True,2020.0,3434,6708,jacob habib,notar,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False
903,vasastan,2625000,1.0,20,5 av 5,True,1918.0,1368,0,thérèse lennefalk löfgren,fastighetsbyrån stockholm - vasastan,False,False,False,False,False,False,False,True,False,False,False,True,5.0,False,False,False,False,False
904,gröndal,5200000,2.0,69,3 av 4,True,1946.0,4906,4000,alexander von satzger,svenska mäklarhuset hägersten/liljeholmen,False,False,True,False,False,False,False,False,False,False,True,False,3.0,False,False,False,False,False
905,huddinge centrum,4000000,3.0,68,15 av 15,True,2017.0,4457,2196,georgio hadad,fastighetsbyrån huddinge,False,False,False,False,False,False,False,False,False,False,False,False,15.0,False,False,False,False,False
906,skytteholm,3100000,2.0,61,6 av 8,True,1957.0,3321,9238,jennifer törnkvist,fastighetsbyrån solna,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False
907,ekerö ekbacken,3125000,4.0,77,1 av 3,True,2018.0,6250,13812,maria pettersson,mäklarringen ekerö,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
908,vendelsö,1390000,2.0,77,5 av 5,True,1993.0,5490,6000,carina rosendal,mäklarringen haninge - tyresö,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False
909,gustavsberg,2375000,2.0,46,3 av 5,True,2017.0,3334,10104,peter sundqvist,länsförsäkringar fastighetsförmedling värmdö,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
910,traneberg,4500000,2.0,66,3 av 3,True,1937.0,3606,7000,philip durling,fastighetsbyrån bromma,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
911,årsta,2800000,2.0,425,3 av 3,False,1943.0,2573,6780,oscar parment,fastighetsbyrån årsta,False,False,False,False,False,False,False,False,True,False,False,False,3.0,False,False,False,False,False
912,järvastaden,3095000,2.0,535,1 av 6,True,2016.0,3320,0,mirza licina,länsförsäkringar fastighetsförmedling solna,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,True,False,False
913,prästgårdsmarken/njursta,1500000,3.0,53,1 av 2,True,1985.0,4622,1200,orhan aydin,fastighetsbyrån upplands väsby,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False
914,hammarbyhöjden/skärmarbrink,2550000,2.0,38,-1 av 4,True,1942.0,3196,4000,johan nilsson,husmanhagberg enskede,False,False,False,False,False,False,False,False,False,False,True,False,-1.0,False,False,False,False,False
915,handen,1550000,1.0,405,5 av 5,True,1982.0,3898,2400,lovisa runsten,länsförsäkringar fastighetsförmedling haninge,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False
916,huddinge/kvarnbergsplan,4600000,4.0,105,4 av 4,True,2008.0,6696,6000,rolf herke,svenskt mäklarcentrum ab,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
917,södermalm,9010000,2.0,64,5 av 5,True,1905.0,3910,3312,beatrice anderberg,tradition mäkleri,False,False,False,False,False,False,True,False,False,False,False,False,5.0,False,False,False,False,True
918,kallhäll,1495000,2.0,573,3 av 3,True,1963.0,4054,1980,amanda pettersson,fastighetsbyrån järfälla,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
919,hornstull,4050000,2.0,38,5 av 5,True,1910.0,1982,11854,max calland,fastighetsbyrån stockholm - södermalm,False,False,False,False,False,False,False,False,False,False,False,True,5.0,False,True,False,False,False
920,brotorp,1890000,1.0,38,1 av 4,True,2019.0,2968,0,tobias franzén,länsförsäkringar fastighetsförmedling solna,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,True,False,False
921,jakobsberg,1670000,2.0,69,5,True,1993.0,4566,6500,ian collett,fastighetsbyrån järfälla,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False
922,stureby,2950000,2.0,63,2 av 3,True,1950.0,3648,670,adi stukan,fastighetsbyrån enskede,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
923,vasastan,4550000,2.0,40,3 av 5,True,1910.0,2520,6000,robin nyvall,alicia edelman vasastan/norrmalm,False,False,False,False,False,False,False,True,False,False,True,False,3.0,False,False,False,False,False
924,farsta,2550000,3.0,75,6,True,1958.0,4957,9000,jon pettersson,fastighetsbyrån farsta/ högdalen/ skogås,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False
925,norra djurgårdsstaden,3800000,2.0,40,5,True,2016.0,2768,2400,erik andersson,fastighetsbyrån stockholm – norra djurgårdsstaden,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False
926,näsbydal,2395000,3.0,67,13 av 16,True,1960.0,3691,6000,christoffer stendahl,fastighetsbyrån täby,False,False,False,False,False,False,False,False,False,False,False,False,13.0,False,False,False,False,False
927,tullinge,1875000,2.0,69,1 av 4,True,1979.0,3371,0,hanna parwén,notar,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,True,False
928,vasastan/östermalm,10350000,3.0,85,5 av 7,True,1994.0,3209,8160,therese nilsdotter,widerlöv vasastan/östermalm,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False
929,ritorp,2700000,2.0,547,1 av 3,True,1956.0,2912,0,jonathan rappel,länsförsäkringar fastighetsförmedling solna,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,True,False,False
930,bandhagen,2150000,2.0,57,3,True,1954.0,3887,6000,siya babaoglu,notar,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False
931,tyresö strand,3100000,2.0,63,1 av 1,True,1996.0,4285,14400,debbie hansson,husmanhagberg tyresö/älta,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False
932,gubbängen,3550000,3.0,72,2 av 3,True,1949.0,4471,7487,emma l larsén,husmanhagberg farsta,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
934,centrala väsby,1700000,2.0,63,1 av 2,True,1969.0,3756,6252,josefine simonsson,bjurfors upplands väsby,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False
935,järvastaden,3110000,2.0,52,2 av 5,True,2019.0,3048,5100,siyar hamidanoglu,husmanhagberg solna,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
936,bromma / nockebyhov,2450000,2.0,58,4 av 4,True,1950.0,4409,5400,noomi unéus,svenska mäklarhuset bromma,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
937,bagarmossen,3000000,3.0,67,2 av 3,True,1953.0,5406,8880,walid mirzazadeh,länsförsäkringar fastighetsförmedling stockholm - enskede,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
938,näset,2085000,1.0,317,unknown,False,1960.0,1478,0,wilhelm ericsson,husmanhagberg lidingö,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False
939,centrala sundbyberg,3150000,2.0,62,1 av 4,True,1939.0,3538,0,johanna markbäck zeilon,husmanhagberg sundbyberg,False,True,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
